unit_id,category,question_text,options,answer_index,explanation,image_url
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+24) + (-31) \),"[""\\(55\\)"", ""\\(7\\)"", ""\\(-7\\)"", ""\\(3\\)""]",3,符号に注意して計算すると、答えは \( -7 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-45) + (+18) \),"[""\\(-63\\)"", ""\\(27\\)"", ""\\(-17\\)"", ""\\(-27\\)""]",4,符号に注意して計算すると、答えは \( -27 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+36) - (+52) \),"[""\\(-16\\)"", ""\\(88\\)"", ""\\(16\\)"", ""\\(-6\\)""]",1,符号に注意して計算すると、答えは \( -16 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-72) + (-19) \),"[""\\(-53\\)"", ""\\(-91\\)"", ""\\(91\\)"", ""\\(-81\\)""]",2,符号に注意して計算すると、答えは \( -91 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+0) - (-34) \),"[""\\(-34\\)"", ""\\(44\\)"", ""\\(34\\)"", ""\\(35\\)""]",3,符号に注意して計算すると、答えは \( 34 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+58) + (-75) \),"[""\\(133\\)"", ""\\(17\\)"", ""\\(-7\\)"", ""\\(-17\\)""]",4,符号に注意して計算すると、答えは \( -17 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-120) - (-45) \),"[""\\(-75\\)"", ""\\(-165\\)"", ""\\(75\\)"", ""\\(-65\\)""]",1,符号に注意して計算すると、答えは \( -75 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+14) - (-27) \),"[""\\(-13\\)"", ""\\(41\\)"", ""\\(-41\\)"", ""\\(51\\)""]",2,符号に注意して計算すると、答えは \( 41 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{7}{2}) + (+\frac{26}{5}) \),"[""\\(-\\frac{17}{10}\\)"", ""\\(-\\frac{87}{10}\\)"", ""\\(\\frac{87}{10}\\)"", ""\\(\\frac{187}{10}\\)""]",3,符号に注意して計算すると、答えは \( \frac{87}{10} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{27}{10}) + (-\frac{7}{5}) \),"[""\\(-\\frac{13}{10}\\)"", ""\\(\\frac{41}{10}\\)"", ""\\(\\frac{59}{10}\\)"", ""\\(-\\frac{41}{10}\\)""]",4,符号に注意して計算すると、答えは \( -\frac{41}{10} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{33}{25}) + (-\frac{83}{2}) \),"[""\\(-\\frac{2141}{50}\\)"", ""\\(\\frac{2009}{50}\\)"", ""\\(\\frac{2141}{50}\\)"", ""\\(-\\frac{1641}{50}\\)""]",1,符号に注意して計算すると、答えは \( -\frac{2141}{50} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{34}{5}) + (+\frac{17}{2}) \),"[""\\(-\\frac{153}{10}\\)"", ""\\(\\frac{17}{10}\\)"", ""\\(-\\frac{17}{10}\\)"", ""\\(\\frac{117}{10}\\)""]",2,符号に注意して計算すると、答えは \( \frac{17}{10} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{13}{10}) - (+\frac{5}{2}) \),"[""\\(\\frac{6}{5}\\)"", ""\\(\\frac{19}{5}\\)"", ""\\(-\\frac{19}{5}\\)"", ""\\(\\frac{31}{5}\\)""]",3,符号に注意して計算すると、答えは \( -\frac{19}{5} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{87}{10}) - (-\frac{62}{5}) \),"[""\\(-\\frac{211}{10}\\)"", ""\\(-\\frac{37}{10}\\)"", ""\\(\\frac{137}{10}\\)"", ""\\(\\frac{37}{10}\\)""]",4,符号に注意して計算すると、答えは \( \frac{37}{10} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{32}{5}) + (-\frac{83}{10}) \),"[""\\(-\\frac{19}{10}\\)"", ""\\(\\frac{147}{10}\\)"", ""\\(\\frac{19}{10}\\)"", ""\\(\\frac{81}{10}\\)""]",1,符号に注意して計算すると、答えは \( -\frac{19}{10} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{3}{5}) - (-\frac{7}{5}) \),"[""\\(-\\frac{4}{5}\\)"", ""\\(2\\)"", ""\\(-2\\)"", ""\\(12\\)""]",2,符号に注意して計算すると、答えは \( 2 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{33}{25}) + (+\frac{17}{25}) \),"[""\\(-2\\)"", ""\\(\\frac{16}{25}\\)"", ""\\(-\\frac{16}{25}\\)"", ""\\(\\frac{234}{25}\\)""]",3,符号に注意して計算すると、答えは \( -\frac{16}{25} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{15}{2}) - (+\frac{46}{5}) \),"[""\\(\\frac{167}{10}\\)"", ""\\(\\frac{17}{10}\\)"", ""\\(\\frac{83}{10}\\)"", ""\\(-\\frac{17}{10}\\)""]",4,符号に注意して計算すると、答えは \( -\frac{17}{10} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{12}{5}) - (-\frac{1}{2}) \),"[""\\(-\\frac{19}{10}\\)"", ""\\(-\\frac{29}{10}\\)"", ""\\(\\frac{19}{10}\\)"", ""\\(\\frac{81}{10}\\)""]",1,符号に注意して計算すると、答えは \( -\frac{19}{10} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{16}{5}) + (+\frac{47}{10}) \),"[""\\(-\\frac{79}{10}\\)"", ""\\(\\frac{3}{2}\\)"", ""\\(-\\frac{3}{2}\\)"", ""\\(\\frac{23}{2}\\)""]",2,符号に注意して計算すると、答えは \( \frac{3}{2} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{1}{7}) + (-\frac{2}{7}) \),"[""\\(\\frac{1}{7}\\)"", ""\\(\\frac{3}{7}\\)"", ""\\(-\\frac{3}{7}\\)"", ""\\(\\frac{67}{7}\\)""]",3,符号に注意して計算すると、答えは \( -\frac{3}{7} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{3}{4}) + (-\frac{1}{6}) \),"[""\\(-\\frac{7}{12}\\)"", ""\\(\\frac{11}{12}\\)"", ""\\(\\frac{109}{12}\\)"", ""\\(-\\frac{11}{12}\\)""]",4,符号に注意して計算すると、答えは \( -\frac{11}{12} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{7}{2}) + (+\frac{7}{3}) \),"[""\\(-\\frac{7}{6}\\)"", ""\\(-\\frac{35}{6}\\)"", ""\\(\\frac{7}{6}\\)"", ""\\(\\frac{53}{6}\\)""]",1,符号に注意して計算すると、答えは \( -\frac{7}{6} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{2}{7}) - (+\frac{1}{3}) \),"[""\\(\\frac{13}{21}\\)"", ""\\(-\\frac{1}{21}\\)"", ""\\(\\frac{1}{21}\\)"", ""\\(\\frac{209}{21}\\)""]",2,符号に注意して計算すると、答えは \( -\frac{1}{21} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{13}{4}) - (-\frac{7}{18}) \),"[""\\(-\\frac{131}{36}\\)"", ""\\(\\frac{103}{36}\\)"", ""\\(-\\frac{103}{36}\\)"", ""\\(\\frac{257}{36}\\)""]",3,符号に注意して計算すると、答えは \( -\frac{103}{36} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{1}{12}) - (+\frac{7}{20}) \),"[""\\(\\frac{13}{30}\\)"", ""\\(\\frac{4}{15}\\)"", ""\\(\\frac{146}{15}\\)"", ""\\(-\\frac{4}{15}\\)""]",4,符号に注意して計算すると、答えは \( -\frac{4}{15} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{2}{3}) - (-\frac{1}{2}) \),"[""\\(\\frac{7}{6}\\)"", ""\\(\\frac{1}{6}\\)"", ""\\(-\\frac{7}{6}\\)"", ""\\(\\frac{67}{6}\\)""]",1,符号に注意して計算すると、答えは \( \frac{7}{6} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{5}{6}) + (+\frac{11}{12}) \),"[""\\(-\\frac{1}{12}\\)"", ""\\(\\frac{7}{4}\\)"", ""\\(-\\frac{7}{4}\\)"", ""\\(\\frac{47}{4}\\)""]",2,符号に注意して計算すると、答えは \( \frac{7}{4} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{3}{8}) + (+\frac{5}{6}) \),"[""\\(-\\frac{29}{24}\\)"", ""\\(-\\frac{11}{24}\\)"", ""\\(\\frac{11}{24}\\)"", ""\\(\\frac{251}{24}\\)""]",3,符号に注意して計算すると、答えは \( \frac{11}{24} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{4}{9}) - (+\frac{2}{3}) \),"[""\\(\\frac{2}{9}\\)"", ""\\(\\frac{10}{9}\\)"", ""\\(\\frac{80}{9}\\)"", ""\\(-\\frac{10}{9}\\)""]",4,符号に注意して計算すると、答えは \( -\frac{10}{9} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{7}{10}) + (-\frac{9}{20}) \),"[""\\(\\frac{1}{4}\\)"", ""\\(\\frac{23}{20}\\)"", ""\\(-\\frac{1}{4}\\)"", ""\\(\\frac{41}{4}\\)""]",1,符号に注意して計算すると、答えは \( \frac{1}{4} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{5}{12}) - (-\frac{1}{8}) \),"[""\\(-\\frac{13}{24}\\)"", ""\\(-\\frac{7}{24}\\)"", ""\\(\\frac{7}{24}\\)"", ""\\(\\frac{233}{24}\\)""]",2,符号に注意して計算すると、答えは \( -\frac{7}{24} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{3}{5}) - (+\frac{11}{15}) \),"[""\\(\\frac{4}{3}\\)"", ""\\(\\frac{2}{15}\\)"", ""\\(-\\frac{2}{15}\\)"", ""\\(\\frac{148}{15}\\)""]",3,符号に注意して計算すると、答えは \( -\frac{2}{15} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{7}{6}) + (+\frac{5}{9}) \),"[""\\(-\\frac{31}{18}\\)"", ""\\(\\frac{11}{18}\\)"", ""\\(\\frac{169}{18}\\)"", ""\\(-\\frac{11}{18}\\)""]",4,符号に注意して計算すると、答えは \( -\frac{11}{18} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 7 + (-3) + (-2) \),"[""\\(2\\)"", ""\\(-2\\)"", ""\\(4\\)"", ""\\(3\\)""]",1,符号に注意して計算すると、答えは \( 2 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -27 + (-19) + (+1) \),"[""\\(45\\)"", ""\\(-45\\)"", ""\\(-43\\)"", ""\\(-46\\)""]",2,符号に注意して計算すると、答えは \( -45 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -3 + (+4) + (+6) \),"[""\\(-7\\)"", ""\\(9\\)"", ""\\(7\\)"", ""\\(1\\)""]",3,符号に注意して計算すると、答えは \( 7 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -3 + (+20) + (-8) \),"[""\\(-9\\)"", ""\\(11\\)"", ""\\(17\\)"", ""\\(9\\)""]",4,符号に注意して計算すると、答えは \( 9 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -16 + (+31) + (-37) + (+13) \),"[""\\(-9\\)"", ""\\(9\\)"", ""\\(-7\\)"", ""\\(-22\\)""]",1,符号に注意して計算すると、答えは \( -9 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 26 + (+15) + (+19) + (-36) \),"[""\\(-24\\)"", ""\\(24\\)"", ""\\(26\\)"", ""\\(60\\)""]",2,符号に注意して計算すると、答えは \( 24 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 6 + (-7) + (+13) + (-4) + (-9) \),"[""\\(1\\)"", ""\\(8\\)"", ""\\(-1\\)"", ""\\(0\\)""]",3,符号に注意して計算すると、答えは \( -1 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -5 + (-8) + (+12) + (-2) + (-10) + (+19) \),"[""\\(-6\\)"", ""\\(8\\)"", ""\\(-13\\)"", ""\\(6\\)""]",4,符号に注意して計算すると、答えは \( 6 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 14 + (-22) + (+9) \),"[""\\(1\\)"", ""\\(-1\\)"", ""\\(3\\)"", ""\\(-8\\)""]",1,符号に注意して計算すると、答えは \( 1 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -18 + (+7) + (-11) + (+5) \),"[""\\(17\\)"", ""\\(-17\\)"", ""\\(-15\\)"", ""\\(-22\\)""]",2,符号に注意して計算すると、答えは \( -17 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 32 + (-16) + (-9) + (+4) \),"[""\\(-11\\)"", ""\\(13\\)"", ""\\(11\\)"", ""\\(7\\)""]",3,符号に注意して計算すると、答えは \( 11 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -6 + (+13) + (-20) + (+8) \),"[""\\(5\\)"", ""\\(-3\\)"", ""\\(-13\\)"", ""\\(-5\\)""]",4,符号に注意して計算すると、答えは \( -5 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 45 + (-28) + (-17) + (+6) \),"[""\\(6\\)"", ""\\(-6\\)"", ""\\(8\\)"", ""\\(0\\)""]",1,符号に注意して計算すると、答えは \( 6 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -12 + (-9) + (+30) + (-4) \),"[""\\(-5\\)"", ""\\(5\\)"", ""\\(7\\)"", ""\\(9\\)""]",2,符号に注意して計算すると、答えは \( 5 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-3) \times (-4) \times (-5) \),"[""\\(60\\)"", ""\\(-63\\)"", ""\\(-60\\)"", ""\\(-59\\)""]",3,符号に注意して計算すると、答えは \( -60 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+4) \times (-3) \times (+5) \times (-2) \),"[""\\(-120\\)"", ""\\(124\\)"", ""\\(121\\)"", ""\\(120\\)""]",4,符号に注意して計算すると、答えは \( 120 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-8) \times (+5) \times (-\frac{1}{8}) \times (+3) \),"[""\\(15\\)"", ""\\(-15\\)"", ""\\(7\\)"", ""\\(16\\)""]",1,符号に注意して計算すると、答えは \( 15 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+6) \times (-5) \),"[""\\(30\\)"", ""\\(-30\\)"", ""\\(-24\\)"", ""\\(-29\\)""]",2,符号に注意して計算すると、答えは \( -30 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+3) \times (-15) \),"[""\\(45\\)"", ""\\(-42\\)"", ""\\(-45\\)"", ""\\(-44\\)""]",3,符号に注意して計算すると、答えは \( -45 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+4) \times (-7) \),"[""\\(28\\)"", ""\\(-24\\)"", ""\\(-27\\)"", ""\\(-28\\)""]",4,符号に注意して計算すると、答えは \( -28 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+13) \times (-9) \),"[""\\(-117\\)"", ""\\(117\\)"", ""\\(-104\\)"", ""\\(-116\\)""]",1,符号に注意して計算すると、答えは \( -117 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-3) \times (+8) \),"[""\\(24\\)"", ""\\(-24\\)"", ""\\(-27\\)"", ""\\(-23\\)""]",2,符号に注意して計算すると、答えは \( -24 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-6) \times (+7) \),"[""\\(42\\)"", ""\\(-48\\)"", ""\\(-42\\)"", ""\\(-41\\)""]",3,符号に注意して計算すると、答えは \( -42 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+19) \times (-1) \),"[""\\(19\\)"", ""\\(0\\)"", ""\\(-18\\)"", ""\\(-19\\)""]",4,符号に注意して計算すると、答えは \( -19 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+1) \times (-22) \),"[""\\(-22\\)"", ""\\(22\\)"", ""\\(-21\\)"", ""\\(-23\\)""]",1,符号に注意して計算すると、答えは \( -22 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+0) \times (-6) \),"[""\\(1\\)"", ""\\(0\\)"", ""\\(-1\\)"", ""\\(2\\)""]",2,符号に注意して計算すると、答えは \( 0 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-9) \div (+\frac{3}{5}) \),"[""\\(-\\frac{27}{5}\\)"", ""\\(15\\)"", ""\\(-15\\)"", ""\\(-\\frac{1}{15}\\)""]",3,符号に注意して計算すると、答えは \( -15 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{7}{8}) \div (-\frac{14}{15}) \),"[""\\(\\frac{49}{60}\\)"", ""\\(-\\frac{15}{16}\\)"", ""\\(\\frac{16}{15}\\)"", ""\\(\\frac{15}{16}\\)""]",4,符号に注意して計算すると、答えは \( \frac{15}{16} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+\frac{6}{7}) \div (-\frac{4}{5}) \),"[""\\(-\\frac{15}{14}\\)"", ""\\(-\\frac{24}{35}\\)"", ""\\(\\frac{15}{14}\\)"", ""\\(-\\frac{14}{15}\\)""]",1,符号に注意して計算すると、答えは \( -\frac{15}{14} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{3}{5}) \div (-\frac{27}{25}) \),"[""\\(\\frac{81}{125}\\)"", ""\\(\\frac{5}{9}\\)"", ""\\(-\\frac{5}{9}\\)"", ""\\(\\frac{9}{5}\\)""]",2,符号に注意して計算すると、答えは \( \frac{5}{9} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{18}{35}) \div (+\frac{9}{14}) \),"[""\\(-\\frac{81}{245}\\)"", ""\\(\\frac{4}{5}\\)"", ""\\(-\\frac{4}{5}\\)"", ""\\(-\\frac{5}{4}\\)""]",3,符号に注意して計算すると、答えは \( -\frac{4}{5} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-\frac{5}{3}) \div (-\frac{10}{7}) \),"[""\\(\\frac{50}{21}\\)"", ""\\(-\\frac{7}{6}\\)"", ""\\(\\frac{6}{7}\\)"", ""\\(\\frac{7}{6}\\)""]",4,符号に注意して計算すると、答えは \( \frac{7}{6} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (+12) \div (-3) \),"[""\\(-4\\)"", ""\\(-36\\)"", ""\\(4\\)"", ""\\(-\\frac{1}{4}\\)""]",1,符号に注意して計算すると、答えは \( -4 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-21) \div (-7) \),"[""\\(147\\)"", ""\\(3\\)"", ""\\(-3\\)"", ""\\(\\frac{1}{3}\\)""]",2,符号に注意して計算すると、答えは \( 3 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 8^2 \),"[""\\(16\\)"", ""\\(-64\\)"", ""\\(64\\)"", ""\\(256\\)""]",3,符号に注意して計算すると、答えは \( 64 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-9)^2 \),"[""\\(-81\\)"", ""\\(18\\)"", ""\\(729\\)"", ""\\(81\\)""]",4,符号に注意して計算すると、答えは \( 81 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 5^3 \),"[""\\(125\\)"", ""\\(15\\)"", ""\\(-125\\)"", ""\\(25\\)""]",1,符号に注意して計算すると、答えは \( 125 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -(-7)^3 \),"[""\\(-343\\)"", ""\\(343\\)"", ""\\(49\\)"", ""\\(-49\\)""]",2,符号に注意して計算すると、答えは \( 343 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -3^4 \),"[""\\(81\\)"", ""\\(-12\\)"", ""\\(-81\\)"", ""\\(-64\\)""]",3,符号に注意して計算すると、答えは \( -81 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-3)^2 \times (-7) \),"[""\\(63\\)"", ""\\(-21\\)"", ""\\(126\\)"", ""\\(-63\\)""]",4,符号に注意して計算すると、答えは \( -63 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-3)^3 \times (-2)^2 \),"[""\\(-108\\)"", ""\\(108\\)"", ""\\(-36\\)"", ""\\(54\\)""]",1,符号に注意して計算すると、答えは \( -108 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-4)^3 \div 2^2 \),"[""\\(16\\)"", ""\\(-16\\)"", ""\\(-32\\)"", ""\\(-8\\)""]",2,符号に注意して計算すると、答えは \( -16 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-6^2) \div (-3)^2 \),"[""\\(4\\)"", ""\\(-12\\)"", ""\\(-4\\)"", ""\\(12\\)""]",3,符号に注意して計算すると、答えは \( -4 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-10)^3 \div (-5^2) \),"[""\\(-40\\)"", ""\\(20\\)"", ""\\(-20\\)"", ""\\(40\\)""]",4,符号に注意して計算すると、答えは \( 40 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( \left(-\frac{2}{3}\right)^2 \),"[""\\(\\frac{4}{9}\\)"", ""\\(-\\frac{4}{9}\\)"", ""\\(\\frac{2}{9}\\)"", ""\\(\\frac{2}{3}\\)""]",1,符号に注意して計算すると、答えは \( \frac{4}{9} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( \left(-\frac{5}{4}\right)^3 \),"[""\\(\\frac{125}{64}\\)"", ""\\(-\\frac{125}{64}\\)"", ""\\(-\\frac{5}{4}\\)"", ""\\(-\\frac{25}{16}\\)""]",2,符号に注意して計算すると、答えは \( -\frac{125}{64} \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -3^2 + 4 \times (-2) \),"[""\\(17\\)"", ""\\(-2\\)"", ""\\(-17\\)"", ""\\(-14\\)""]",3,符号に注意して計算すると、答えは \( -17 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 12 - 6 \div (-3) \),"[""\\(10\\)"", ""\\(-2\\)"", ""\\(6\\)"", ""\\(14\\)""]",4,符号に注意して計算すると、答えは \( 14 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 3^2 - (-2)^3 + 4 \div (-2) \),"[""\\(15\\)"", ""\\(-1\\)"", ""\\(19\\)"", ""\\(-15\\)""]",1,符号に注意して計算すると、答えは \( 15 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( 24 \div (-6) + (-2)^2 \times 3 \),"[""\\(-16\\)"", ""\\(8\\)"", ""\\(16\\)"", ""\\(-8\\)""]",2,符号に注意して計算すると、答えは \( 8 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( -6 + 8 \div (-4) - 3 \times (-3) \),"[""\\(-17\\)"", ""\\(5\\)"", ""\\(1\\)"", ""\\(-1\\)""]",3,符号に注意して計算すると、答えは \( 1 \) です。,
正負の数の計算（対戦モード用）,1.正負の数,次の計算をしなさい。\( (-3)^3 - 2^2 \times 210 \div (-35) \),"[""\\(-51\\)"", ""\\(3\\)"", ""\\(-15\\)"", ""\\(-3\\)""]",4,符号に注意して計算すると、答えは \( -3 \) です。,
